HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V
20098,"4,308790","12,566682","3,99","-8,74","-8,19","8,36","1,135"
22187,"4,772965","23,675114","3,99","9,78","-6,64","8,21","1,154"
24121,"5,180841","16,428625",4,"160,3","-219,4","8,6","1,225"
18224,"3,896524","6,860566","4,01",6,"14,95","9,22","1,024"
23699,"5,093810","23,061050","4,02","-1,12","-7,98","6,69","0,081"
27773,"5,876982","5,164597","4,02","-8,18","-2,8","8,44","1,06"
16918,"3,629106","7,271780","4,03","17,17","-8,37","9,16","0,436"
17581,"3,765973","6,364146","4,03","22,89","-1,16","9,94","0,661"
22831,"4,912635","11,928769","4,03","7,67","-4,07","8,21","0,218"
23997,"5,158746","3,860716","4,03","-15,23","1,75","9,17","0,261"
25072,"5,368207","3,571631","4,03","10,96","-1,48","7,42","1,62"
15098,"3,246127","18,028631","4,04","-0,75","-0,02","8,95","0,357"
24351,"5,225528","5,768168","4,04","60,28","-30,42","8,1","0,995"
28067,"5,933878","11,521849","4,04","-5,68","-10,71","7,55","-0,066"
22857,"4,917774","8,969791","4,05","11,85","-21,75","9,6","0,741"
16003,"3,434685","5,535573","4,06","28,29","-14,68","8,78","1,294"
25844,"5,517103","12,096764","4,06","-0,8","-1,78","7,59","-0,099"
27504,"5,823806","13,921753","4,06","5,62","-13,9","8,55","-0,001"
27696,"5,864071","23,382793","4,06","-8,41","-20,87","6,97","1,584"
27919,"5,907980","8,054342","4,06","5,98","-5,96","7,15","-0,028"
14550,"3,130757","16,073227","4,07","2,41","-22,95","9,4","1,18"
15508,"3,331112","13,377072","4,07","1,78","-10,06","7,12","0,783"
18927,"4,057153","13,942681","4,07","-1,72","-8,51","9,72","0,387"
19997,"4,288717","20,512533","4,07","23,78","-20,82","8,44","1,307"
18264,"3,907527","5,191124","4,08","17,32","-18,34","8,93","0,323"
19363,"4,148196","23,098583","4,08","17,33","-25,93","6,87","0,306"
22222,"4,779401","22,343141","4,08","-10,51","-6,47","10,18","0,508"
26072,"5,560788","20,474216","4,08","2,92","-7,47","6,19","-0,034"
27364,"5,795252","13,899599","4,08","3,52","-13,27","5,28","-0,156"
18645,"3,990999","3,783910","4,09","24,64","-5,22","8,23","1,267"
21346,"4,580470","7,439257","4,09","0,4","-7,21","8,59","0,291"
25326,"5,416913","9,981052","4,09","-5,85","-3,77","8,18","1,61"
27482,"5,819336","3,651325","4,09","-6,6","-7,88","8,94","0,084"
28166,"5,952052","22,838939","4,09","-13,58","-14,55",8,"1,482"
18252,"3,903942","9,248208","4,1","2,54","-9,43","8,72","1,004"
23616,"5,077282","12,698661","4,1","0,44","-8,16","8,73","0,04"
18049,"3,857501","12,071720","4,11","43,75","6,54","9,09","0,512"
22355,"4,812469","22,315132","4,11","-1,94","-32,38","9,38","0,493"
16205,"3,480046","20,624079","4,12","7,3","-10,36","7,33","-0,067"
17009,"3,646963","20,392446","4,12","-1,64","-15,24","9,34","0,479"
20986,"4,500841","8,192268","4,12","-2,99","-1,05","9,72","0,725"
21572,"4,631639","5,770318","4,13","1,95","-10,69","8,84","0,624"
23075,"4,964853","8,737409","4,13","-9,52","5,03","8,44","0,199"
26928,"5,715645","5,235790","4,13","-0,73","-8,04","8,15","0,037"
15115,"3,248804","4,300178","4,14","1,49","-7,33","8,85","0,23"
16356,"3,512427","5,513077","4,14","5,95","-3,62","7,69","0,201"
16660,"3,572720","8,662433","4,14","4,78","-4,7","8,91","0,482"
18001,"3,848498","7,163839","4,14","9,81","-9,59","8,68","1,146"
20189,"4,327291","9,329210","4,14","-9,21","-20,12","9,53","0,571"
25402,"5,434080","15,671781","4,14","0,98","-6,49","7,54","0,009"
27597,"5,843300","10,542385","4,14","7,8","-4,04","8,6","0,135"
18752,"4,016626","12,214356","4,15","1,67","-8,16","10,54","0,462"
23496,"5,050864","14,765698","4,15","-14,4","-5,88","9,14","0,634"
23561,"5,065853","22,533619","4,15","-0,24","-4,94","8,82","0,197"
16221,"3,482920","14,996787","4,16","21,02","-18,63","7,38","0,036"
17607,"3,772038","20,879788","4,16","14,07","-42,94","11,54","0,843"
20111,"4,311619","4,750694","4,17","16,37","-18,45","8,79","0,425"
24561,"5,269619","10,191325","4,17","8,17","3,2","9,25","0,429"
13918,"2,988220","10,210301","4,18","-3,01","-3,39","7,88","0,511"
14201,"3,052325","19,801416","4,18","18,26","-9,84","9,02","0,407"
14915,"3,207324","6,660883","4,18","-8,09","-1,26","5,55","1,011"
26678,"5,669592","5,664975","4,18","0,9","-6,17","7,84","1,36"
17300,"3,703434","14,792905","4,19","23,52","26,06","8,23","1,73"
20018,"4,293941","19,560909","4,19","12,58","-18,16","7,61","1,288"
15506,"3,329934","19,076250","4,2","8,88","-9,3","7,43","-0,047"
17435,"3,734975","5,055562","4,2","60,03","6,73","9,34","0,384"
19750,"4,233608","11,027235","4,2","23,31","-2,08","7,46","0,382"
27666,"5,857739","18,444223","4,2","5,39","-11,54","6,99","0,873"
15157,"3,256074","5,840719","4,21","18,6","2,49","10,17","0,542"
15345,"3,297894","13,847227","4,21","-4,58","-2,79","7,54","0,112"
14069,"3,021473","14,982244","4,22","39,08","-50,73","7,78","0,656"
16120,"3,461073","8,765202","4,22","38,22","-34,8","7,8","0,321"
16659,"3,572280","23,150105","4,22","-4,17","-8,2","9,76","1,15"
16925,"3,630527","4,145467","4,22","18,6","14,8","7,22","0,368"
17353,"3,714351","4,122415","4,22","-22,11","-7,91","8,44","0,402"
17502,"3,748009","9,307380","4,22","9,05","-10,1","10,56","0,464"
21465,"4,609642","19,760034","4,23","-10,35","-1,53","7,32","0,357"
24247,"5,205137","9,124198","4,23","-8,61","2,7","8,66","0,13"
27257,"5,777891","10,931768","4,23","-7,1","-42,18","7,4","1,384"
14579,"3,136889","13,170113","4,24","33,84","14,03","8,1","1,245"
19548,"4,186250","15,626237","4,24","-0,99","-8,74","7,73","0,207"
21551,"4,627470","23,782363","4,24","28,97","-16,63","9,99","0,871"
23645,"5,081924","23,568494","4,24","5,94","-12,02","8,92","0,556"
15808,"3,394320","18,555759","4,25","-2,65","-8,56","8,94","0,972"
20530,"4,399031","14,412888","4,25","26,47","-24,55","8,75","1,37"
21318,"4,576494","21,105712","4,25","-22,47","-44,83","8,42","1,08"
22829,"4,912487","24,096326","4,25","2,27","-5,84","10,8","0,731"
27433,"5,809216","7,885378","4,25","-6,5","-4,08","8,18","0,341"
13571,"2,913844","20,373067","4,26","35,7","-5,25","6,96","1,211"
14274,"3,066962","9,665319","4,26","-9,33","-11,81","9,32","0,408"
15951,"3,423161","15,826375","4,26","49,26","-34,16","7,91","1,252"
17466,"3,742876","17,747344","4,26","-13,51","-19,83","9,23","0,396"
27664,"5,857522","10,252463","4,26","-5,46","-6,12","8,83","0,01"
20958,"4,494150","5,164268","4,27","17,36","-16,62","6,93","1,74"
24619,"5,280379","20,118297","4,28","11,15","-18,86","7,62","0,394"
25577,"5,466416","12,911681","4,28","4,97","-17,71","8,16","0,053"
16606,"3,562446","6,926006","4,29","-7,86","-5,15","7,16","0,906"
22635,"4,869789","4,692510","4,29","0,68","15,25","7,81","1,127"
23178,"4,985934","19,745998","4,3","10,34","-3,81","9,52","0,393"
24870,"5,331679","13,223273","4,3","12,23","-14,86","10,12","0,411"
28556,"6,027702","16,934136","4,3","-6,31","-2,9","7,34","1,213"
17312,"3,705731","7,552168","4,31","1,45","-1,84","7,71","1,117"
17680,"3,787798","6,119208","4,31","38,69","-29,64","9,32","0,557"
24487,"5,254179","23,830504","4,31","-9,17","-5,85","8,84","1,168"
24994,"5,352640","24,221706","4,31","20,01","-27,51","10,87","0,642"
14514,"3,123798","17,879995","4,32","-23,54","9,3","6,13","-0,123"
19401,"4,156239","17,162141","4,32","-4,63","-18,8","9,09","0,567"
26214,"5,586948","18,571039","4,32","-6,37","7,37","9,31","0,391"
15471,"3,324637","12,615440","4,33","8,73","-16,05","8,74","1,495"
22273,"4,795345","15,191165","4,34","17,05","28,77","8,88","1,12"
16822,"3,607592","12,007195","4,35","2,1","-49,01","8,41","1,19"
20841,"4,466411","12,067762","4,35","-9,82","-16,17","9,61","0,677"
24063,"5,170260","22,136667","4,35","-8,63","-0,06","7,52","0,243"
26777,"5,688255","16,534148","4,36","5,42","-14,54","4,84","-0,125"
24143,"5,185013","12,379334","4,37","1,16","-5,62","8,99","0,126"
24872,"5,332958","16,730837","4,37","-11,22","9,16","8,4","1,51"
28090,"5,937834","18,074210","4,37","15,66","-4,77","8,31","1,159"
16346,"3,510722","3,916507","4,38","45,49","67,24","9,92","0,469"
22853,"4,916745","14,593773","4,38","16,02","-1,44","7,5","0,848"
17234,"3,690652","19,388583","4,39","-10,21","-5,33","8,09","0,148"
18995,"4,069724","23,407527","4,39","90,45","-116,79","8,2","0,657"
22823,"4,911447","12,025773","4,39","14,5","-19,03","7,44","0,139"
19189,"4,112436","5,686827","4,4","70,32","15,57","8,51","0,587"
23683,"5,090655","7,950024","4,4","4,08","-4,82","8,1",1
24285,"5,211974","21,830059","4,4","4,33","-10,06","9,44","0,418"
25777,"5,504184","20,551593","4,4","-8,85","-17,75","7,05","-0,026"
19850,"4,255216","8,429256","4,41","6,22","-13,89","8,8","0,203"
22258,"4,791983","10,169381","4,41","-1,39","-6,82","8,24","0,34"
27729,"5,871377","7,329386","4,41","30,84","-25,47","7,59","1,332"
15908,"3,414354","22,278198","4,42","7,66","-16,19","8,92","1,282"
24835,"5,323935","20,218386","4,42","12,86","-33,73","8,97","0,447"
25041,"5,362100","8,428556","4,43","-2,2","-2,97","5,78","-0,114"
25866,"5,522241","7,128608","4,43","-0,44","-3,88","10,18","0,122"
28801,"6,080431","16,338549","4,43","4,92","-12,58","9,03","0,043"
13547,"2,907644","23,847184","4,44","-36,65","-15,6","9,24","0,451"
18283,"3,910176","17,343714","4,44","3,62","-9,48","8,33","0,15"
20128,"4,315803","7,271016","4,44","18,6","-12,08","9,3","0,392"
20680,"4,429869","21,138171","4,44","-12,14","25,96","8,48","1,251"
26639,"5,662272","7,315847","4,44","-1,96","-0,69","9,5","0,175"
20502,"4,393661","8,058209","4,45","0,79","-9,99","8,52","0,938"
15395,"3,307773","6,227622","4,46","0,52","3,92","10,07","0,413"
17726,"3,795669","14,360152","4,46","17,67","0,23","8,74","1,194"
18474,"3,948090","15,536999","4,46","28,05","-8,35","8,75","0,505"
28384,"5,996035","6,769648","4,46","-4,48","-3,42","8,82","0,174"
15532,"3,335208","12,718566","4,48","27,74","-32,64","10,51","0,914"
23642,"5,081595","17,782754","4,48","-7,67","-13,35","9,21","0,42"
24170,"5,189769","14,698323","4,48","8,2","-8,22","10,67","0,605"
25825,"5,514361","6,778481","4,48","0,65","-7,28","8,21","0,306"
13690,"2,938670","9,300987","4,49","-19,63","-6,35","9,85","0,566"
20389,"4,366348","15,784935","4,49","-5,38","-12,32","8,89","1,408"
20533,"4,399934","24,300992","4,49","4,54","-12,94","6,34","0,173"
15509,"3,331174","20,277166","4,5","28,96","-10,28","8,35","0,27"
15838,"3,400252","19,907062","4,5","11,42","8,1","6,83","1,63"
21987,"4,726370","8,274407","4,5","9,1","-2,23","10,45","0,308"
28673,"6,054222","12,617690","4,5","-3,89","-7,34","7,39","-0,047"
16796,"3,603254","8,886457","4,51","11,43","-9,16","7,6","1,453"
19348,"4,145024","10,099355","4,51","-20,03","-36,13","6,79","1,697"
14183,"3,048212","17,565564","4,53","2,64","-8,11","8,97","0,45"
15129,"3,251802","16,255277","4,53","-16,39","-50,93","8,44","0,582"
20646,"4,424407","18,884294","4,53","-8,15","-7,83","8,73","1,27"
25123,"5,377699","9,229292","4,53","-5,55","4,05","8,56","1,694"
25657,"5,480584","16,426636","4,53","7,14","-13,93","7,63","0,057"
15515,"3,332227","8,699773","4,54","-7,94","-4,98","7,44","0,04"
19460,"4,167338","10,846234","4,54","21,64","-19,58","7,71","1,23"
28374,"5,994338","21,604223","4,54","7,08","-18,4","6,89","-0,06"
15593,"3,347083","6,433231","4,55","61,86","-13,95","9,61","0,559"
19075,"4,088840","22,057633","4,55","5,21","-63,94","7,94","0,726"
26132,"5,572173","4,825080","4,55","-0,64","1,11","8,53","-0,058"
28289,"5,977786","16,597721","4,55","-3,47","-3,88","7,38","0,031"
15333,"3,295927","3,681439","4,56","27,81","-55,79","7,8","1,018"
15777,"3,388591","16,565733","4,56","-0,55","-32,7","7,86","1,12"
28710,"6,063724","16,731978","4,56","-0,99","-7,62","8,4","0,243"
14169,"3,045125","7,066737","4,57","2,05","2,71","9,91","0,477"
20558,"4,404023","12,157987","4,57","15,83","-22,23","6,42","1,408"
26252,"5,591447","5,824212","4,57","9,96","-3,53","9,02","0,467"
14037,"3,012798","12,984818","4,58","27,08","-10,71","8,53","1,348"
15630,"3,354827","9,659873","4,58","-9,34","5,63","7,71","0,334"
23702,"5,094783","15,099806","4,58","-2,83","-21,5","10,78","0,601"
26101,"5,566920","14,490061","4,58","-10,24","-17,13","8,48","1,079"
28509,"6,018227","16,991451","4,58","-11,06","-12,08","7,69","0,019"
20356,"4,359491","6,974278","4,59","-0,8","-10,58","8,32","0,265"
14863,"3,198985","16,165988","4,6","-3,94","-5,79","7,46","1,61"
19223,"4,119773","12,268178","4,6","16,12","-23,35","7,7","0,092"
21501,"4,617787","4,629132","4,6","18,15","3,62","8,09","0,697"
17792,"3,808547","9,645948","4,61","72,36","10,28","6,68","1,2"
19470,"4,169937","18,474506","4,61","4,71","-6,31","8,95","1,748"
20393,"4,366605","11,573007","4,61","5,85","-7,17","9,72","0,561"
22354,"4,812396","3,588526","4,61","-1,25","-15,39","6,04","1,2"
22642,"4,871794","5,676886","4,61","6,82","-30,05","8,56","1,5"
23866,"5,129501","10,895068","4,61","7,53","0,17","7,04","0,056"
27276,"5,780499","9,662954","4,61","-3,96",-18,"7,67","1,042"
20458,"4,383245","9,249024","4,62","19,22","-7,12","8,06","0,268"
21084,"4,518899","7,332213","4,62","11,66","-2,65","7,86","0,355"
22238,"4,784627","9,060674","4,62","23,8","-1,57","8,61","0,514"
25525,"5,458353","5,595221","4,62","7,3","-2,75","8,13","0,108"
13671,"2,934491","6,174965","4,63","17,86","9,54","7,28","1,091"
14497,"3,121343","15,203088","4,63","11,18","-23,34","8,03","1,54"
18089,"3,866730","6,534907","4,63","7,6","-2,8","5,66","0,046"
22128,"4,761797","23,627996","4,63","9,41","-16,78","6,34","0,058"
22597,"4,862051","9,975078","4,63","2,38","-7,3","6,11","0,06"
25583,"5,467114","17,239130","4,63","16,53","-46,15","5,77","1,634"
28148,"5,948374","12,372331","4,63","-6,82","-11,47","8,96","0,4"
14689,"3,162682","20,000992","4,64","20,16","-49,78","7,49","1,222"
17121,"3,666752","16,360190","4,64","-11,21","-0,87","8,37","0,136"
22583,"4,860096","12,794097","4,64","19,2","-41,29","9,64","0,659"
26836,"5,698545","23,326228","4,64","11,02","-18,3","6,57","-0,051"
26898,"5,710243","3,681858","4,64","7,92","-15,25","9,09","0,467"
28806,"6,081747","22,312858","4,64","-6,38","-8,53","9,55","1,004"
17586,"3,766946","18,566705","4,65","-1,52","-14,64","9,16","0,28"
19221,"4,119623","13,812331","4,65","7,16","-19,16","8,84","0,662"
25181,"5,386686","7,056284","4,65","-1,14","-0,8","8,39","0,956"
26984,"5,725654","8,758423","4,65","11,5","5,11","8,05","0,26"
27667,"5,857732","3,774192","4,65","-4,35","-4,67","8,64","-0,038"
14672,"3,159618","19,380733","4,66","27,38","-7,52","6,86","0,113"
17301,"3,703521","10,739793","4,66","11,78","-40,39","10,74","0,584"
22384,"4,818832","5,208528","4,66","-8,34","-6,15","8,09","1,018"
25550,"5,462192","24,332475","4,66","28,24","-36,35","9,36","0,74"
17068,"3,658242","14,482431","4,67","-3,11","-34,25","9,9","1,245"
20898,"4,479738","14,819518","4,67","-6,54","-0,39","7,98","0,295"
24622,"5,281145","12,409346","4,67","9,42","-28,68","8,07","1,042"
28110,"5,941121","9,509396","4,68","0,32","-9,91","5,97","-0,038"
28294,"5,979867","20,206717","4,68","-4,5","4,68","9,93","0,522"
14694,"3,164090","13,767767","4,69","11,2","-8,93","8,35","0,161"
18145,"3,879757","13,946817","4,69","4,45","5,03","8,97","1,309"
18784,"4,024592","19,596514","4,69","15,08","-10,61","9,38","0,415"
19709,"4,222932","13,578644","4,69","-10,3","-11,53","10,1","0,746"
20204,"4,329806","13,085841","4,69","-16,14","-11,29","7,46","1,52"
25539,"5,460579","21,936965","4,69","1,75","-6,96","4,88","-0,14"
13893,"2,981815","19,576059","4,7","4,55","-6,27","8,28","1,111"
26359,"5,613681","15,618403","4,7","7,23","10,04","7,72","1,043"
15738,"3,379713","6,799541","4,71","5,79","-21,18","10,76","0,768"
20963,"4,495238","10,521860","4,71","0,04","2,06","6,77","0,086"
13937,"2,992648","3,517576","4,72","3,96","-3,07","8,74","0,28"
19417,"4,158078","23,294411","4,72","-11,83","-0,1","9,81","0,528"
21120,"4,526608","22,845044","4,72","26,82","-30,47","7,51","0,2"
22855,"4,917588","21,671659","4,72","2,48","7,69","9,55","0,659"
27610,"5,846311","20,671801","4,72","7,56","-20,18","7,8","1,089"
15525,"3,334030","15,657912","4,74","-13,79","1,56","8,89","0,477"
17244,"3,693107","9,330375","4,74","25,89","-8,68","10,84","0,575"
25323,"5,416634","11,127216","4,74","4,05","-36,62","8,06","1,099"
27022,"5,731355","14,693847","4,74","-3,5","-6,41","9,19","0,136"
27427,"5,807838","4,703943","4,74","-6,4","-6,38","7,29","0,03"
18110,"3,871850","18,917605","4,75","27,48","-27,78","8,26","0,151"
18430,"3,941138","7,571268","4,75","45,22","-18,32","8,14","1,024"
19516,"4,180891","3,574320","4,75","16,08","20,67","10,48","0,587"
23606,"5,076052","23,649523","4,75","-5,4","-3,75","7,8","1,114"
28398,"5,998221","3,991002","4,75","-6,44","-2,55","7,47","0,014"
20831,"4,464315","10,014326","4,76",-32,"-22,12","10,28","0,511"
14835,"3,192884","4,723263","4,77","-5,66","-9,17","7,93","0,904"
23388,"5,027493","10,209790","4,77","11,41","-4,24","10,07","0,547"
26015,"5,551487","23,142298","4,77","3,09","-18,98","7,91","1,301"
26438,"5,626226","19,779505","4,77","-1,51","-8,83","8,86","0,12"
28027,"5,927439","4,746591","4,77","-8,5","-5,9","8,55","-0,002"
19067,"4,086436","13,296744","4,78","3,63","-6,2","8,15","0,477"
13632,"2,925595","6,307004","4,79","-11,94","-17,02","9,18","0,457"
17259,"3,696962","7,317997","4,79","-6,84","-11,97","8,18","0,761"
24286,"5,211977","13,372636","4,79","-7,13","-62,94","8,85","1,202"
14172,"3,045711","11,012724","4,8","-4,13","-9,46","8,1","0,529"
23945,"5,146155","11,752230","4,8","3,35","-14,14","7,25","1,354"
14421,"3,103080","4,823632","4,81","-4,54","-24,38","8,44","1,058"
16268,"3,495158","16,762335","4,81","23,87","-16,28","7,05","-0,052"
17520,"3,750770","6,636656","4,81","0,06","10,68","8,16","0,202"
16428,"3,525322","22,505805","4,82","-0,58","-8,63","9,49","0,302"
19657,"4,212070","5,030873","4,82","-1,27","-1,13","7,29","1,192"
20278,"4,346413","22,231324","4,82","6,72","-10,46","9,6","0,287"
26170,"5,579363","6,553787","4,82","-2,02","-3,33","7,74","1,15"
13557,"2,910438","12,939234","4,83","-20,01","-16,18","8,52","0,328"
13752,"2,950426","17,239490","4,83","19,42","-20,87","8,74","0,118"
16668,"3,575083","22,759424","4,83","15,96","-15,7","8,22","1,249"
14360,"3,088188","10,308453","4,84","-5,57","-3,47","9,68","0,912"
25013,"5,356004","14,943373","4,84","17,48","-18,21","9,6","0,376"
28414,"6,001211","4,222720","4,84","-3,52","5,02","8,64","0,161"
18754,"4,017088","16,521171","4,85","7,67","-36,23","9,96","0,565"
19829,"4,251752","24,310128","4,85","17,7","-22,3","8,86","0,306"
20971,"4,496701","17,677596","4,85","4,02","-8,74","7,73","0,24"
23301,"5,011603","12,603899","4,85","11,56","-19,37","8,26","0,13"
27963,"5,915684","5,353844","4,85","-10,7","-6,58","7,4","1,04"
28627,"6,043863","4,073413","4,85","-24,97",-43,"10,07","0,61"
23161,"4,983170","14,543240","4,86","6,17","-2,05","6,14","0,156"
13867,"2,976665","24,133787","4,87","9,14","-4,68","7,41","1,168"
15837,"3,399891","10,461674","4,87","-0,56","-7,68","10,41","0,834"
23356,"5,022670","19,930507","4,87","-8,95","-8,11","9,49","0,662"
14679,"3,160557","16,904696","4,88","11,15",-15,"8,82","0,364"
18850,"4,041449","3,847229","4,88","3,73","-7,52","6,91","0,029"
25499,"5,452804","17,962216","4,88","7,88","-21,06","5,4","-0,09"
25228,"5,395515","12,775775","4,89","3,22","-8,67","8,47","0,106"
14531,"3,127416","22,572332","4,9","25,22","-26,35","8,98","1,064"
28202,"5,959404","13,707943","4,9","4,04","-7,72","7,97","0,033"
20226,"4,334458","23,598785","4,91","140,66","-35,19","7,19","1,113"
20511,"4,395341","11,516928","4,91","-3,54","-8,64","8,67","0,375"
26590,"5,652092","14,556759","4,92","-11,19","-1,53","7,54","0,031"
25185,"5,387512","7,685036","4,93","5,17","-7,95","8,88","0,401"
28170,"5,952294","19,216721","4,93","-7,41","-10,37","7,86","-0,07"
18228,"3,896878","15,184481","4,94","24,01","-7,82","8,53","1,177"
25018,"5,356593","15,814989","4,94","1,77","6,47","10,15","0,615"
26616,"5,657530","21,762929","4,94","2,87","-32,09","6,42","0,066"
27315,"5,786569","12,339543","4,94","10,85","-21,94","7,14","1,348"
16143,"3,467055","20,464261","4,96","2,61","-4,73","6,72","0,471"
21089,"4,519594","18,819889","4,96","171,38","-155,99","10,6","1,1"
24273,"5,209638","10,408286","4,96","16,12","-7,46","8,25","1,05"
24512,"5,257682","22,284858","4,96","-9,97","-6,64","6,26","0,075"
24958,"5,345347","15,636919","4,98","6,84","-6,44","8,24","0,306"
25410,"5,434923","16,700161","4,98","0,35","-5,07","6,23","-0,084"
25725,"5,493441","5,227212","4,98","-2,53","-1,28","8,21","0,013"
27352,"5,792846","3,640052","4,98","8,43","-3,88","8,98","0,359"
19974,"4,283446","11,189837","4,99","4,54","-9,01","10,85","0,437"
25745,"5,497160","18,416195","4,99","4,11","-38,77","7,64","0,101"
14504,"3,122067","8,395608","5,01","-11,19","-13,11","9,04","0,61"
17557,"3,760000","13,247394","5,01","-7,59","-5,8","10,1","0,736"
19048,"4,081306","4,790853","5,01","3,41","-12,71","8,8","0,397"
24151,"5,186502","23,064055","5,01","-20,61","-9,99","7,86","0,529"
19526,"4,183096","14,277573","5,02","-22,91","-26,12","8,71","1,328"
21663,"4,651106","10,398931","5,02","1,34","-5,71","9,44","0,5"
23707,"5,096514","17,380861","5,02","-7,95","-68,22","9,06","0,459"
22756,"4,894951","6,016881","5,03","4,65","-4,35","7,51","0,334"
17031,"3,651199","13,682969","5,04","43,62","3,42","9,27","0,541"
18911,"4,052940","8,882645","5,04","9,78","6,49","6,65","1,064"
19519,"4,181991","15,946665","5,04","-10,12","-13,64","7,18","0,148"
22875,"4,920600","11,754653","5,05","9,31","-2,45","8,48","1,125"
23462,"5,043547","13,063925","5,05","3,45","-7,61","9,56","0,333"
24217,"5,200341","6,838134","5,05","-31,73","18,77","7,46","1,091"
18076,"3,864151","9,104258","5,06","-23,72","17,01","11,72","1,194"
25702,"5,488651","18,365703","5,06","-12,93","-3,69","6,74","0,12"
18559,"3,972472","24,081125","5,08","17,54","-44,24","7,21","0,035"
22245,"4,788312","5,788222","5,08","14,49","-17,34","6,77","0,018"
27218,"5,769010","18,860580","5,08","8,41","-9,01","7,6","0,403"
13586,"2,917055","11,491442","5,09","-7,12","-47,28","9,08","0,545"
13824,"2,965228","17,813399","5,1","24,49","-10,12","7,03","1,25"
14319,"3,078047","9,028367","5,1","21,06","-13,91","8,45","1,115"
17752,"3,800571","7,129640","5,1","19,4","-1,58","7,87","1,083"
17804,"3,810804","15,505355","5,1","-8,41","-10,09","8,17","0,22"
21135,"4,530680","5,764446","5,1","16,54","-20,4","6,68","0,006"
20876,"4,473237","11,665909","5,11","-12,42","-16,39","7,39","1,38"
24802,"5,317403","9,157960","5,11","-1,35","-20,31","8,47","1,055"
26306,"5,602368","12,436407","5,11","1,62","-21,08","7,16","1,039"
15854,"3,403977","17,549586","5,12","14,28","-53,04","8,1",      
22183,"4,772523","13,838804","5,12","-17,34","-27,58","10,15","0,909"
23045,"4,956550","11,509809","5,12","1,18","-43,65","10,01","0,614"
23963,"5,150939","20,515558","5,12","-5,54","-18,22","8,41","0,378"
14792,"3,183638","9,989652","5,13","165,72","-22,58","9,65","0,604"
16269,"3,495921","5,800381","5,14","2,95","-14,47","8,52","0,478"
20631,"4,421991","23,788020","5,15","5,89","-11,52","8,12","0,184"
24543,"5,265529","21,821982","5,15","245,77","16,44","10,24","0,681"
27895,"5,902647","10,244421","5,15","7,02","-7,15","7,04","0,867"
21240,"4,556427","19,813708","5,16","-17,58","-16,4","8,95",1
21650,"4,648909","11,997309","5,16","-0,63","-6,15","9,05","-0,02"
14318,"3,077957","15,856023","5,17","-11,92","-91,94","6,37","1,4"
18227,"3,896829","16,088850","5,17","1,55","-13,44","8,95","0,516"
19104,"4,095036","7,713441","5,17","1,95","-3,77","9,31","0,498"
20698,"4,433708","4,373451","5,17","22,87","-16,01","6,37","1,078"
23109,"4,972631","18,993365","5,17","10,59","-6,26","9,38","0,557"
21890,"4,705642","10,451033","5,18","2,03","-2,07","9,88","0,529"
22327,"4,809251","12,925419","5,18","-6,57","-12,59","7,69","0,94"
25629,"5,474808","16,253263","5,18","19,44","-1,67","9,59","0,295"
18734,"4,013139","5,082810","5,2","17,87","-13,41","8,6","0,353"
24508,"5,257162","15,630119","5,2","-6,59","-5,6","9,12","0,155"
23410,"5,031475","19,966009","5,21","15,88","-8,64","9,18","0,36"
25230,"5,396035","20,579257","5,21","-2,4","-11,2","8,68","0,47"
28689,"6,057243","3,862454","5,21","-14,92","-67,61","7,1","1,267"
24921,"5,340132","10,890382","5,22","-6,21","-25,58","7,42","0,155"
24977,"5,349060","19,814347","5,22","-3,8","-9,04","6,2","1,229"
28473,"6,011437","14,956938","5,23","-7,51","-19,27","8,17","0,249"
19466,"4,168570","7,697907","5,24","22,64","-20,6","8,64","0,355"
24524,"5,261830","16,066519","5,24","17,74","3,22","10,4","0,534"
16707,"3,582915","19,312783","5,25","32,75","-24,2","9,18","0,434"
24812,"5,318790","14,492869","5,25","-1,62","-6,24","8,61","0,335"
20546,"4,402602","7,446210","5,26","6,05","-31,34","10,59","0,594"
23035,"4,953645","10,809869","5,26","-11,96","-4,45","7,87","0,32"
23134,"4,978270","18,639882","5,26","-7,24","-24,82","9,51","0,559"
26835,"5,698226","4,988185","5,26","-0,78","-12,1","7,67","0,252"
27029,"5,733196","6,915197","5,26","0,68","0,47","8,12","-0,039"
27486,"5,820220","21,136037","5,26","3,98","-4,59","7,28","-0,015"
16219,"3,482528","5,141871","5,27","-4,41","-14,44","9,12","0,523"
17828,"3,815197","22,799207","5,27","6,48","-5,79","8,12","0,05"
19459,"4,167244","24,092639","5,27","29,83","-16,24","9,12","0,734"
17677,"3,787091","5,439932","5,28","23,52","-18,89","9,43","0,457"
20424,"4,375036","3,409683","5,28","15,51","-19,28","8,77","0,289"
21462,"4,609251","6,158127","5,28","-2,38","3,8","10,54","0,463"
26287,"5,597625","5,028807","5,28","-7,03","-45,76","7,97","0,519"
18234,"3,899355","4,900212","5,29","19,39","-11,99","10,17","0,471"
25498,"5,452791","24,212170","5,29","-4,35","-9,86","9,26","0,397"
16362,"3,513060","5,367028","5,3","80,03","-8,41","7,03","0,95"
18473,"3,947980","20,083617","5,3","0,71","-11,79","8,79","0,32"
18983,"4,067237","3,840649","5,3","-0,02","-8,54",8,"0,057"
