recno,TYCID1,TYCID2,TYCID3,RA_J2000,DE_J2000,pmRA,pmDE,BT,VT,V,BV,HD,HIP,Plx,indexcandidate,hyades
105384,1298,772,1,5.68339,15.461,-2,-9.9,11.353,10.802,10.752,0.468,NULL,NULL,0,12355,0
105385,1298,778,1,5.66766,15.6336,13.8,-7.1,11.021,10.479,10.43,0.461,NULL,NULL,0,12356,0
105386,1298,784,1,5.7291,15.357,-0.6,-4.2,10.234,9.975,9.952,0.22,NULL,NULL,0,12357,0
105387,1298,794,1,5.66368,15.4286,2.1,-2,11.571,11.003,10.952,0.483,NULL,NULL,0,12358,0
105389,1298,849,1,5.7073,16.7489,20.8,-8.5,11.003,9.799,9.691,1.023,NULL,NULL,0,12360,0
105390,1298,879,1,5.6081,16.5434,-14.6,-1.8,10.834,10.328,10.282,0.43,NULL,NULL,0,12361,0
105392,1298,913,1,5.63274,16.4422,-2.6,-5.2,11.375,11.217,11.203,0.134,NULL,NULL,0,12363,0
105393,1298,927,1,5.61074,16.0866,1.5,-1.6,11.638,10.925,10.861,0.606,NULL,NULL,0,12364,0
105394,1298,934,1,5.69677,15.4676,2.5,-9.5,11.799,10.355,10.225,1.227,NULL,NULL,0,12365,0
105395,1298,935,1,5.69466,16.234,8.6,-3,7.92,7.933,7.934,-0.011,37772,NULL,0,12366,0
105396,1298,953,1,5.61776,16.3199,0.1,-3.3,9.918,9.517,9.481,0.341,NULL,NULL,0,12367,0
105397,1298,956,1,5.66779,15.5746,-0.1,-5.5,11.306,10.561,10.494,0.633,NULL,NULL,0,12368,0
105398,1298,962,1,5.69239,15.3768,-53.5,-99.7,11.005,10,9.91,0.854,NULL,NULL,0,12369,0
105399,1298,970,1,5.70373,15.3909,2,-12.7,11.559,10.94,10.884,0.526,NULL,NULL,0,12370,0
105400,1298,1005,1,5.61075,16.6792,0.1,-8.4,11.417,10.551,10.473,0.736,NULL,NULL,0,12371,0
105401,1298,1021,1,5.64391,16.4304,-0.1,-0.6,10.92,10.393,10.346,0.448,NULL,NULL,0,12372,0
105402,1298,1029,1,5.6099,16.4858,-15.6,-16.6,11.279,10.856,10.818,0.36,NULL,NULL,0,12373,0
105403,1298,1034,1,5.66129,15.3171,-6.1,-1.5,10.45,9.252,9.144,1.018,246037,NULL,0,12374,0
105404,1298,1042,1,5.70981,15.3567,4.7,-3.8,11.56,11.098,11.056,0.393,NULL,NULL,0,12375,0
105406,1298,1098,1,5.72871,16.3585,0.9,-5.3,9.371,9.201,9.186,0.145,38065,NULL,0,12377,0
105407,1298,1108,1,5.60749,16.6439,-2.3,-5.9,10.911,10.394,10.347,0.439,NULL,NULL,0,12378,0
105410,1298,1189,1,5.61239,15.9195,0,-5.7,11.285,10.741,10.692,0.462,NULL,NULL,0,12381,0
105412,1298,1205,1,5.72587,16.0983,-0.6,-10.3,10.554,10.237,10.208,0.269,NULL,NULL,0,12383,0
105413,1298,1230,1,5.72114,16.6729,-0.5,-3.3,8.805,8.752,8.747,0.045,38011,NULL,0,12384,0
105414,1298,1232,1,5.66464,16.2328,8.1,-30.1,10.823,10.265,10.215,0.474,NULL,NULL,0,12385,0
105415,1298,1247,1,5.62363,15.8945,0.3,-7.1,9.364,9.228,9.216,0.116,37205,NULL,0,12386,0
105416,1298,1268,1,5.72236,15.8815,2.9,-4.6,11.538,10.384,10.28,0.981,NULL,NULL,0,12387,0
105417,1298,1273,1,5.67798,15.8826,-2.2,-10.1,10.952,10.226,10.161,0.617,NULL,NULL,0,12388,0
105418,1299,1,1,5.82942,15.2512,-2.1,-15.3,11.855,10.406,10.276,1.232,NULL,NULL,0,12389,0
105419,1299,20,1,5.79449,15.031,23,-16.1,8.386,8.075,8.047,0.264,38621,NULL,0,12390,0
105420,1299,32,1,5.80659,15.0704,-9.5,-9.9,10.842,10.487,10.455,0.302,NULL,NULL,0,12391,0
105422,1299,45,1,5.84852,15.1954,-1.1,-5.5,11.372,10.462,10.38,0.774,NULL,NULL,0,12393,0
105423,1299,61,1,5.86519,15.2514,-3.1,1,12.072,10.993,10.896,0.917,NULL,NULL,0,12394,0
105424,1299,110,1,5.80322,15.159,-5,-2.4,10.953,10.815,10.803,0.117,NULL,NULL,0,12395,0
105425,1299,114,1,5.85629,15.1119,-12.4,-5,11.551,10.043,9.907,1.282,NULL,NULL,0,12396,0
105426,1299,194,1,5.84491,15.0409,-1.5,-4.8,10.73,10.639,10.631,0.077,NULL,NULL,0,12397,0
105427,1299,200,1,5.83251,15.2634,-3.4,-16.6,11.481,11.03,10.989,0.383,NULL,NULL,0,12398,0
105428,1299,332,1,5.86114,15.2152,-5.9,1.4,10.958,10.488,10.446,0.4,NULL,NULL,0,12399,0
105429,1299,339,1,5.81855,15.2073,-3.9,6.2,12.015,10.595,10.467,1.207,NULL,NULL,0,12400,0
105431,1299,431,1,5.75855,16.4186,3.2,-2.7,10.963,10.67,10.644,0.249,NULL,NULL,0,12402,0
105432,1299,467,1,5.79864,16.787,11,-8.9,10.649,10.193,10.152,0.388,NULL,NULL,0,12403,0
105433,1299,499,1,5.80749,16.1899,9.9,6.6,10.764,10.563,10.545,0.171,NULL,NULL,0,12404,0
105434,1299,501,1,5.86142,16.8541,-6.3,18.6,10.837,10.188,10.13,0.552,NULL,NULL,0,12405,0
105435,1299,504,1,5.77973,16.3679,-2.4,-5.2,11.745,11.428,11.399,0.269,NULL,NULL,0,12406,0
105436,1299,516,1,5.83633,16.4724,9.1,0.3,11.761,10.31,10.179,1.233,NULL,NULL,0,12407,0
105437,1299,527,1,5.7499,16.1849,14.9,-24.6,10.977,10.244,10.178,0.623,NULL,NULL,0,12408,0
105438,1299,549,1,5.78011,16.6231,3.6,-5.8,10.683,10.178,10.133,0.429,NULL,NULL,0,12409,0
105439,1299,570,1,5.84355,16.8442,2.6,-0.6,9.955,9.882,9.875,0.062,NULL,NULL,0,12410,0
105440,1299,619,1,5.84125,16.4704,1.5,1.3,10.539,10.268,10.244,0.23,NULL,NULL,0,12411,0
105441,1299,634,1,5.78754,16.579,17.3,-12.6,9.496,8.379,8.278,0.949,38544,NULL,0,12412,0
105442,1299,641,1,5.86112,16.7576,5.7,-6.9,9.261,9.151,9.141,0.093,39209,NULL,0,12413,0
105443,1299,647,1,5.85434,16.8689,6.7,-5.4,10.134,9.835,9.808,0.254,NULL,NULL,0,12414,0
105444,1299,685,1,5.79802,16.1423,5.5,-1.1,10.811,10.647,10.632,0.139,NULL,NULL,0,12415,0
105445,1299,727,1,5.77013,16.4454,4.4,-3.3,10.594,10.209,10.174,0.327,NULL,NULL,0,12416,0
105446,1299,753,1,5.84143,15.9682,-14.8,-18,10.92,10.421,10.376,0.424,NULL,NULL,0,12417,0
105447,1299,822,1,5.85935,16.7773,5.7,5.8,10.689,9.649,9.555,0.884,248464,NULL,0,12418,0
105448,1299,858,1,5.78378,15.8561,9.2,-18.2,9.363,9.062,9.035,0.256,38516,NULL,0,12419,0
105449,1299,867,1,5.83486,16.455,12.8,-20.4,11.065,10.495,10.444,0.485,NULL,NULL,0,12420,0
105451,1299,919,1,5.77009,16.8252,3.4,3.3,12.136,10.229,10.057,1.621,NULL,NULL,0,12422,0
105452,1299,943,1,5.85239,15.7842,1.9,-2.1,9.823,9.632,9.615,0.162,NULL,NULL,0,12423,0
105453,1299,952,1,5.86209,16.8207,-0.5,-3.6,9.711,9.598,9.588,0.096,248480,NULL,0,12424,0
105454,1299,981,1,5.74464,16.2027,4.9,-7.3,9.977,9.792,9.775,0.157,NULL,NULL,0,12425,0
105455,1299,984,1,5.86397,16.239,3.6,-16.2,11.023,10.453,10.402,0.485,NULL,NULL,0,12426,0
105456,1299,985,1,5.79352,16.2271,13.1,-19.3,11.016,10.357,10.298,0.56,NULL,NULL,0,12427,0
105457,1299,1041,1,5.83948,16.7216,3.7,-23.4,9.512,9.22,9.194,0.248,NULL,NULL,0,12428,0
105458,1299,1047,1,5.84281,16.4069,6.4,3,10.896,10.719,10.703,0.15,NULL,NULL,0,12429,0
105459,1299,1056,1,5.77785,15.8308,6.2,-4.9,10.056,9.7,9.668,0.303,NULL,NULL,0,12430,0
105460,1299,1059,1,5.81775,16.1968,-14.7,-3.2,9.658,9.14,9.093,0.44,247950,NULL,0,12431,0
105461,1299,1074,1,5.73433,15.8262,0.8,2.4,12.138,10.382,10.224,1.493,NULL,NULL,0,12432,0
105462,1299,1086,1,5.78436,16.1929,5.1,1.5,11.28,10.9,10.866,0.323,NULL,NULL,0,12433,0
105464,1299,1147,1,5.86454,15.9336,4.2,-3.5,10.497,10.292,10.274,0.174,NULL,NULL,0,12435,0
105465,1299,1178,1,5.81581,15.7464,4.1,-7.1,10.994,10.358,10.301,0.541,NULL,NULL,0,12436,0
105466,1299,1210,1,5.86251,16.1881,-1.2,-11.2,10.313,9.842,9.8,0.4,NULL,NULL,0,12437,0
105467,1299,1249,1,5.84827,16.2562,3.6,5,11.536,9.682,9.515,1.576,NULL,NULL,0,12438,0
105468,1299,1277,1,5.73599,16.0548,22.1,2.8,10.778,10.236,10.187,0.461,NULL,NULL,0,12439,0
105469,1299,1285,1,5.81082,16.5464,8.8,-12.7,11.003,9.786,9.676,1.034,NULL,NULL,0,12440,0
105470,1299,1336,1,5.79894,16.3964,12.7,-8,10.83,9.504,9.385,1.127,NULL,NULL,0,12441,0
105471,1299,1347,1,5.73418,16.002,4.6,-2.4,9.614,9.326,9.3,0.245,NULL,NULL,0,12442,0
105472,1299,1391,1,5.80461,15.6135,-0.2,3.1,12.267,10.342,10.169,1.636,NULL,NULL,0,12443,0
105473,1299,1414,1,5.75133,16.3792,3.2,1.4,10.158,10.133,10.131,0.021,247138,NULL,0,12444,0
105474,1299,1457,1,5.74936,15.6358,-49.8,-0.6,9.16,8.631,8.583,0.45,38235,NULL,0,12445,0
105475,1299,1500,1,5.75619,15.8112,-3.8,-2.4,10.777,10.731,10.727,0.039,NULL,NULL,0,12446,0
105476,1299,1508,1,5.83705,16.1064,8.7,-12.7,10.922,10.386,10.338,0.456,NULL,NULL,0,12447,0
105477,1299,1527,1,5.85752,15.5084,-4.5,-5.5,11.321,10.007,9.889,1.117,NULL,NULL,0,12448,0
105478,1299,1629,1,5.73565,15.8113,0,-0.8,11.568,11.149,11.111,0.356,NULL,NULL,0,12449,0
105480,1299,1641,1,5.83434,15.7528,34.4,-34.6,11.104,10.238,10.16,0.736,NULL,NULL,0,12451,0
105481,1299,1653,1,5.76435,16.6931,0,6,10.918,10.743,10.727,0.149,NULL,NULL,0,12452,0
105482,1299,1734,1,5.74643,15.3834,10.6,-6.3,10.782,10.379,10.343,0.343,NULL,NULL,0,12453,0
105483,1299,1750,1,5.8344,15.6661,3.6,-10,9.749,9.582,9.567,0.142,38962,NULL,0,12454,0
105484,1299,1796,1,5.84277,15.5091,-4.9,-6,9.554,9.134,9.096,0.357,39031,NULL,0,12455,0
105485,1299,1845,1,5.79254,16.5664,6.8,-2.8,10.595,10.508,10.5,0.074,NULL,NULL,0,12456,0
105486,1299,1877,1,5.8584,15.3775,4.3,-1,11.066,10.524,10.475,0.461,NULL,NULL,0,12457,0
105487,1299,1881,1,5.79946,15.376,-5.2,2.1,10.057,9.799,9.776,0.219,NULL,NULL,0,12458,0
105488,1299,1894,1,5.79746,15.895,1.8,1.6,11.305,9.845,9.714,1.241,NULL,NULL,0,12459,0
105489,1299,1910,1,5.82792,15.656,-6,-11.3,10.709,10.298,10.261,0.349,NULL,NULL,0,12460,0
105490,1299,1931,1,5.76067,15.3214,0.5,-10.9,10.42,9.867,9.817,0.47,NULL,NULL,0,12461,0
105491,1299,1959,1,5.83396,16.0133,1.5,-3.6,8.744,8.633,8.623,0.094,38961,NULL,0,12462,0
105492,1300,38,1,5.45153,16.881,-1.6,-4.2,12.131,10.672,10.541,1.24,NULL,NULL,0,12463,0
105493,1300,42,1,5.40462,16.8757,-4.8,-5.4,12.125,10.242,10.073,1.601,NULL,NULL,0,12464,0
105494,1300,50,1,5.46118,16.899,-6.9,-0.8,11.427,10.768,10.709,0.56,NULL,NULL,0,12465,0
105495,1300,140,1,5.38688,16.9669,-17.7,-7.1,11.246,10.947,10.92,0.254,NULL,NULL,0,12466,0
105497,1300,171,1,5.3478,17.0632,2.2,-8.5,11.778,10.809,10.722,0.824,NULL,NULL,0,12468,0
105498,1300,187,1,5.38587,16.9969,-7.9,-18.4,11.169,10.325,10.249,0.717,NULL,NULL,0,12469,0
105499,1300,200,1,5.41717,17.0029,2.1,-17.2,10.627,9.432,9.324,1.016,NULL,NULL,0,12470,0
105500,1300,321,1,5.33428,17.1224,3.2,-2.4,10.731,10.635,10.626,0.082,NULL,NULL,0,12471,0
105501,1300,327,1,5.3855,17.5317,-1.9,-9.8,11.041,10.4,10.342,0.545,NULL,NULL,0,12472,0
105503,1300,392,1,5.45373,17.5043,0,-2.4,11.134,10.906,10.885,0.194,NULL,NULL,0,12474,0
105504,1300,433,1,5.33333,17.139,3.7,-20.8,11.128,10.492,10.435,0.541,NULL,NULL,0,12475,0
105505,1300,438,1,5.45181,17.3344,3.8,-10.5,11.643,11.021,10.965,0.529,NULL,NULL,0,12476,0
105506,1300,481,1,5.33825,17.2107,-3.6,-1.1,10.585,10.396,10.379,0.161,NULL,NULL,0,12477,0
105507,1300,498,1,5.34836,17.2539,6.7,-7.6,11.079,9.776,9.659,1.108,242804,NULL,0,12478,0
105508,1300,528,1,5.34223,17.4773,-0.4,-7,11.505,11.067,11.028,0.372,NULL,NULL,0,12479,0
105509,1300,532,1,5.41404,17.197,-3.6,-8.1,7.575,7.589,7.59,-0.012,35349,NULL,0,12480,0
105510,1300,567,1,5.44895,17.1873,7.7,-13.2,12.19,10.485,10.332,1.449,NULL,NULL,0,12481,0
105511,1300,569,1,5.3671,17.3635,-9,14.6,10.849,9.843,9.752,0.855,NULL,NULL,0,12482,0
105512,1300,580,1,5.4514,17.4479,8.3,-24.2,12.225,10.647,10.505,1.341,NULL,NULL,0,12483,0
105513,1300,631,1,5.38203,17.1874,-0.9,-6.5,10.869,10.436,10.397,0.368,NULL,NULL,0,12484,0
105514,1300,652,1,5.36238,17.1554,0.6,-1.9,11.694,11.588,11.578,0.09,NULL,NULL,0,12485,0
105515,1300,657,1,5.37911,17.4348,1.7,-4.4,10.999,10.803,10.785,0.167,NULL,NULL,0,12486,0
105516,1300,712,1,5.35513,17.1664,6.6,-5.6,11.963,10.761,10.653,1.022,NULL,NULL,0,12487,0
105517,1300,733,1,5.36929,17.4174,-20.4,-41.7,10.546,10.041,9.996,0.429,NULL,NULL,0,12488,0
105519,1300,754,1,5.35841,17.2831,0,-4.4,11.585,10.048,9.91,1.306,NULL,NULL,0,12490,0
105520,1300,780,1,5.34032,17.4051,-8.4,-4.8,9.53,9.352,9.336,0.151,34744,NULL,0,12491,0
105521,1300,788,1,5.37223,17.3874,-3.1,-6.6,10.386,9.724,9.664,0.563,NULL,NULL,0,12492,0
105522,1300,792,1,5.40506,17.3839,10.5,-14.2,10.12,8.786,8.666,1.134,243294,NULL,0,12493,0
105523,1300,804,1,5.40816,17.17,-3.5,-2.3,11.001,10.487,10.441,0.437,NULL,NULL,0,12494,0
105524,1300,815,1,5.41431,18.5719,-3.5,-3,10.882,10.541,10.51,0.29,NULL,NULL,0,12495,0
105525,1300,833,1,5.39354,18.5837,1,-4.3,11.729,11.674,11.669,0.047,NULL,NULL,0,12496,0
105526,1300,836,1,5.34634,18.5949,0.6,-4.7,11.305,10.863,10.823,0.376,NULL,NULL,0,12497,0
105528,1300,838,1,5.42263,18.5822,-0.1,-7.1,11.144,10.822,10.793,0.274,NULL,NULL,0,12499,0
105529,1300,843,1,5.43318,18.5856,-15.6,-0.4,10.732,10.227,10.182,0.429,NULL,NULL,0,12500,0
105531,1300,892,1,5.43243,18.6358,1.7,0.6,11.39,10.353,10.26,0.881,NULL,NULL,0,12502,0
105532,1300,931,1,5.34256,18.6867,1.8,-5.1,10.751,10.376,10.342,0.319,NULL,NULL,0,12503,0
105533,1300,975,1,5.45552,18.7092,-0.9,-8.8,11.663,10.919,10.852,0.632,NULL,NULL,0,12504,0
105534,1300,982,1,5.45617,18.7179,4.5,-4.4,8.831,8.544,8.518,0.244,35692,NULL,0,12505,0
105535,1300,993,1,5.41094,18.736,-12.3,-6.6,11.712,11.199,11.153,0.436,NULL,NULL,0,12506,0
105536,1300,998,1,5.38082,18.7443,14.3,-8.9,10.598,8.855,8.698,1.482,243042,NULL,0,12507,0
105537,1300,1006,1,5.46153,18.743,-1.9,-7.1,9.495,9.446,9.442,0.042,35745,NULL,0,12508,0
105538,1300,1032,1,5.34381,18.0585,-10.1,-11.2,11.728,10.672,10.577,0.898,NULL,NULL,0,12509,0
105539,1300,1042,1,5.40163,18.3225,-2,-31.4,9.876,9.5,9.466,0.32,NULL,NULL,0,12510,0
105540,1300,1111,1,5.41067,18.3315,0.3,-3,11.723,11.16,11.109,0.479,NULL,NULL,0,12511,0
105541,1300,1123,1,5.37834,18.0851,4,-3.8,11.505,10.792,10.728,0.606,NULL,NULL,0,12512,0
105542,1300,1125,1,5.36036,18.5446,-2.8,-20.2,10.879,10.322,10.272,0.473,NULL,NULL,0,12513,0
105543,1300,1130,1,5.41191,18.0814,0.1,-3.7,10.069,9.862,9.843,0.176,243370,NULL,0,12514,0
105544,1300,1199,1,5.39911,18.2858,8.7,9.8,11.903,10.967,10.883,0.796,NULL,NULL,0,12515,0
105545,1300,1200,1,5.35933,18.1084,6.2,-15.5,11.604,10.476,10.374,0.959,NULL,NULL,0,12516,0
105546,1300,1229,1,5.45806,18.4977,-1,-18.1,8.953,8.683,8.659,0.23,35709,NULL,0,12517,0
105547,1300,1234,1,5.45253,18.1045,-0.4,-12.9,10.485,10.437,10.433,0.041,NULL,NULL,0,12518,0
105548,1300,1354,1,5.42478,18.2514,4.5,-4.8,11.821,11.387,11.348,0.369,NULL,NULL,0,12519,0
105549,1300,1404,1,5.41384,18.4705,-2.7,-16.4,11.152,9.171,8.993,1.684,243369,NULL,0,12520,0
105550,1300,1414,1,5.45752,18.4587,12.9,-8.7,11.354,10.027,9.908,1.128,NULL,NULL,0,12521,0
105551,1300,1488,1,5.45039,18.441,0,-5.4,11.209,10.686,10.639,0.445,NULL,NULL,0,12522,0
105552,1300,1523,1,5.35173,18.4469,70.9,-60.9,10.968,10.274,10.212,0.59,NULL,NULL,0,12523,0
105553,1300,1580,1,5.41928,18.1848,2.8,-30.1,11.729,11.183,11.134,0.464,NULL,NULL,0,12524,0
105554,1300,1582,1,5.39422,18.411,13.7,3.8,11.174,10.548,10.492,0.532,NULL,NULL,0,12525,0
105555,1300,1599,1,5.3648,18.4161,22.3,-36.5,10.597,10.18,10.142,0.354,NULL,NULL,0,12526,0
105556,1300,1601,1,5.4036,18.1946,-1.6,-2.2,10.972,11.047,11.054,-0.064,NULL,NULL,0,12527,0
105557,1300,1602,1,5.4477,18.42,55,-37,11.432,11,10.961,0.367,NULL,NULL,0,12528,0
105558,1300,1614,1,5.37153,18.2124,-10,-7.7,10.597,10.343,10.32,0.216,242966,NULL,0,12529,0
105559,1300,1624,1,5.43829,18.4166,4,-9.5,11.442,10.955,10.911,0.414,NULL,NULL,0,12530,0
105560,1300,1652,1,5.42008,18.0392,-1.1,-9.5,11.676,11.169,11.123,0.431,NULL,NULL,0,12531,0
105561,1300,1653,1,5.33749,17.8259,9.9,-54.4,11.507,10.523,10.434,0.836,NULL,NULL,0,12532,0
105562,1300,1672,1,5.39966,17.8239,8.6,-8.5,11.259,10.605,10.546,0.556,NULL,NULL,0,12533,0
105563,1300,1675,1,5.33387,17.8218,4.4,-3,12.295,10.672,10.526,1.38,NULL,NULL,0,12534,0
105564,1300,1702,1,5.42826,17.5642,-9.9,-16.9,10.752,10.476,10.451,0.235,NULL,NULL,0,12535,0
105565,1300,1770,1,5.4222,18.014,3.6,-15.9,10.364,9.798,9.747,0.481,NULL,NULL,0,12536,0
105566,1300,1785,1,5.37803,17.8492,5.2,-8.2,11.388,10.84,10.791,0.466,NULL,NULL,0,12537,0
105567,1300,1880,1,5.33894,17.9932,-8.2,-11.6,9.199,8.913,8.887,0.243,34731,NULL,0,12538,0
105568,1300,1892,1,5.36048,17.9899,-1.5,-36.8,11.22,10.304,10.222,0.779,NULL,NULL,0,12539,0
105570,1300,1955,1,5.38194,17.6326,8.3,-19.6,9.966,9.692,9.667,0.233,243083,NULL,0,12541,0
105572,1300,2014,1,5.388,17.7493,1.3,-7.5,11.015,10.699,10.671,0.269,NULL,NULL,0,12543,0
105573,1300,2029,1,5.46298,17.7354,2.3,-7.6,10.659,10.365,10.339,0.25,NULL,NULL,0,12544,0
105574,1300,2044,1,5.35662,17.9524,-9,-3.7,11.688,10.734,10.648,0.811,242848,NULL,0,12545,0
105575,1300,2047,1,5.3707,17.7439,3.6,-2.4,12.219,10.71,10.574,1.283,NULL,NULL,0,12546,0
105576,1300,2054,1,5.33443,17.8913,18.8,-24.6,11.259,10.799,10.758,0.391,NULL,NULL,0,12547,0
105577,1300,2058,1,5.36364,17.9498,9.4,-23.3,11.913,10.392,10.255,1.293,NULL,NULL,0,12548,0
105578,1300,2062,1,5.37824,17.7394,-1.7,-4.1,11.215,9.682,9.544,1.303,NULL,NULL,0,12549,0
105579,1300,2077,1,5.37601,17.7355,-0.2,-3.8,10.802,10.461,10.43,0.29,243014,NULL,0,12550,0
105580,1300,2079,1,5.40814,17.658,2.2,-4.7,10.621,10.656,10.659,-0.03,243315,NULL,0,12551,0
105581,1300,2122,1,5.3557,17.9351,1.9,-6.6,12.678,10.184,9.96,2.12,NULL,NULL,0,12552,0
105582,1300,2156,1,5.41648,17.6826,2,-7.1,10.993,10.661,10.631,0.282,NULL,NULL,0,12553,0
105583,1300,2158,1,5.35518,17.7216,-0.8,-3.2,12.032,10.437,10.293,1.356,NULL,NULL,0,12554,0
105584,1300,2203,1,5.3725,17.7058,-1.6,-4.2,10.869,10.721,10.708,0.126,NULL,NULL,0,12555,0
105586,1301,1,1,5.4867,17.8992,3.3,-7.4,10.539,10.229,10.201,0.264,244102,NULL,0,12557,0
105587,1301,14,1,5.48243,17.8946,7,-11.6,11.252,10.713,10.664,0.458,NULL,NULL,0,12558,0
105588,1301,26,1,5.4746,18.1791,23.7,14,11.472,10.72,10.652,0.639,NULL,NULL,0,12559,0
105589,1301,45,1,5.54784,17.8925,1.9,-5.4,11.497,11.138,11.106,0.305,NULL,NULL,0,12560,0
105590,1301,68,1,5.48802,17.7084,11.6,1.7,12.264,10.028,9.827,1.901,244121,NULL,0,12561,0
105591,1301,92,1,5.52085,17.8703,-3.8,-10.5,11.121,10.695,10.657,0.362,NULL,NULL,0,12562,0
105592,1301,104,1,5.54887,17.9061,0.8,0.5,11.569,10.864,10.801,0.599,NULL,NULL,0,12563,0
105593,1301,123,1,5.51143,17.9251,0.3,-20,11.352,10.601,10.533,0.638,NULL,NULL,0,12564,0
105594,1301,159,1,5.53012,17.9381,0.8,-8.1,11.109,10.722,10.687,0.329,NULL,NULL,0,12565,0
105595,1301,160,1,5.52909,17.8486,-16.2,-8.8,10.526,10.002,9.955,0.445,NULL,NULL,0,12566,0
105596,1301,166,1,5.48146,17.7381,-16.1,-33.6,11.703,11.288,11.251,0.353,NULL,NULL,0,12567,0
105597,1301,197,1,5.55288,17.9474,0.8,-6.7,10.285,10.066,10.046,0.186,244748,NULL,0,12568,0
105598,1301,199,1,5.50536,17.7444,3.7,-4.9,12.183,11.253,11.169,0.791,NULL,NULL,0,12569,0
105600,1301,231,1,5.49633,17.9712,28.2,-23.8,11.95,10.746,10.638,1.023,NULL,NULL,0,12571,0
105602,1301,239,1,5.47496,17.9795,11,-11.8,11.431,10.733,10.67,0.593,NULL,NULL,0,12573,0
105603,1301,251,1,5.4996,17.837,9,-7.9,10.851,10.508,10.477,0.292,NULL,NULL,0,12574,0
105604,1301,273,1,5.52277,18.0803,5.5,-27.3,11.835,11.123,11.059,0.605,NULL,NULL,0,12575,0
105605,1301,305,1,5.54986,17.9781,0.8,-10.7,11.774,10.932,10.856,0.716,NULL,NULL,0,12576,0
105606,1301,330,1,5.49971,17.8187,4.5,-5.5,11.857,10.78,10.683,0.915,NULL,NULL,0,12577,0
105607,1301,418,1,5.48708,18.194,4.3,-9.1,11.619,11.244,11.21,0.319,NULL,NULL,0,12578,0
105609,1301,474,1,5.52847,18.4133,8.8,-14.2,10.923,10.523,10.487,0.34,NULL,NULL,0,12580,0
105610,1301,488,1,5.50202,18.7051,4.3,-6,10.904,10.688,10.669,0.184,NULL,NULL,0,12581,0
105612,1301,527,1,5.49137,18.4385,2.9,-3.1,12.128,10.448,10.297,1.428,NULL,NULL,0,12583,0
105614,1301,576,1,5.5076,18.6622,3.7,-7.4,11.243,10.531,10.467,0.605,NULL,NULL,0,12585,0
105615,1301,596,1,5.53069,18.2261,2.6,-8.5,11.604,9.444,9.25,1.836,244538,NULL,0,12586,0
105616,1301,614,1,5.54689,18.6302,-1.8,-11.3,11.316,10.554,10.485,0.648,NULL,NULL,0,12587,0
105617,1301,640,1,5.46991,18.6353,5.1,-13.8,9.814,9.369,9.329,0.378,NULL,NULL,0,12588,0
105619,1301,689,1,5.5072,18.49,6.3,-12.7,12.146,11.217,11.133,0.79,NULL,NULL,0,12590,0
105621,1301,729,1,5.51999,18.2666,7.9,-26.6,9.342,8.869,8.826,0.402,36247,NULL,0,12592,0
105622,1301,773,1,5.48038,18.578,24.4,-21,10.967,10.301,10.241,0.566,NULL,NULL,0,12593,0
105623,1301,792,1,5.51842,18.5605,-6.3,-25.4,10.457,8.826,8.679,1.386,36231,NULL,0,12594,0
105625,1301,833,1,5.47942,18.2981,9.8,-10,11.044,9.584,9.453,1.241,NULL,NULL,0,12596,0
105626,1301,865,1,5.49293,17.6809,4.4,-11,11.482,11.182,11.155,0.255,NULL,NULL,0,12597,0
105627,1301,889,1,5.55903,17.3666,-4.1,-5.9,10.535,10.144,10.109,0.332,NULL,NULL,0,12598,0
105628,1301,891,1,5.55413,17.3492,9.3,-4,11.705,11.23,11.187,0.404,NULL,NULL,0,12599,0
105629,1301,906,1,5.51549,17.385,2,-12.5,9.341,9.117,9.097,0.19,36216,NULL,0,12600,0
105630,1301,915,1,5.51922,17.6593,2.7,-2.2,11.903,10.594,10.476,1.113,NULL,NULL,0,12601,0
105631,1301,918,1,5.48136,17.3988,8.4,-8.2,11.071,10.358,10.294,0.606,NULL,NULL,0,12602,0
105632,1301,973,1,5.46729,17.2751,6.1,-8.8,11.663,11.053,10.998,0.519,NULL,NULL,0,12603,0
105633,1301,989,1,5.47626,17.4245,8.6,-9.5,11.444,11.022,10.984,0.359,NULL,NULL,0,12604,0
105634,1301,991,1,5.50223,17.4189,8.3,-13.7,11.961,10.724,10.613,1.051,NULL,NULL,0,12605,0
105635,1301,1064,1,5.47851,17.184,9,-6.4,11.18,10.557,10.501,0.53,NULL,NULL,0,12606,0
105636,1301,1096,1,5.47791,17.3367,1.1,-11,10.524,10.229,10.202,0.251,NULL,NULL,0,12607,0
105637,1301,1137,1,5.54069,17.4619,2.3,-14.6,11.301,10.746,10.696,0.472,NULL,NULL,0,12608,0
105639,1301,1172,1,5.52402,17.4746,6.6,-12.9,11.513,10.79,10.725,0.615,NULL,NULL,0,12610,0
105641,1301,1219,1,5.488,17.4994,13,-26.2,11.664,11.173,11.129,0.417,NULL,NULL,0,12612,0
105642,1301,1258,1,5.54391,17.5036,4.3,-6,11.516,10.797,10.732,0.611,NULL,NULL,0,12613,0
105643,1301,1263,1,5.52028,17.3028,1.5,-10.9,11.845,10.229,10.084,1.374,NULL,NULL,0,12614,0
105644,1301,1277,1,5.53414,17.5308,-13.6,-20.4,7.973,7.85,7.839,0.105,36375,NULL,0,12615,0
